OBJECTID,AQS_Site_ID,FIPS,County,monitor_id,POC,State,City,CBSA,Local_Site_Name,Address,Datum,Latitude,Longitude,LatLon_Accuracy_meters,Elevation_meters_MSL,Monitor_Start_Date,Last_Sample_Date,Active,Measurement_Scale,Measurement_Scale_Definition,Sample_Duration,Sample_Collection_Frequency,Sample_Collection_Method,Sample_Analysis_Method,Method_Reference_ID,FRMFEM,Monitor_Type,Reporting_Agency,Parameter_Name
897,39-085-0003,39085,OH-Lake,390850003,1,Ohio,Eastlake,"Cleveland-Elyria, OH",Eastlake,36010 LAKESHORE,NAD83,41.673006,-81.422455,5,187.5,6/11/85,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Lake County Health Department Division Air Pollution Control,Ozone
898,39-085-0007,39085,OH-Lake,390850007,1,Ohio,Painesville,"Cleveland-Elyria, OH",Painesville,177 MAIN STREET,NAD83,41.726811,-81.242156,5,203,4/1/09,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Lake County Health Department Division Air Pollution Control,Ozone
899,39-087-0011,39087,OH-Lawrence,390870011,1,Ohio,,"Huntington-Ashland, WV-KY-OH",Wilgus,"S.R. 141, WILGUS",NAD83,38.62901,-82.45886,5,195,4/1/95,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Portsmouth City Health Dept Division Air Pollution Control,Ozone
900,39-087-0012,39087,OH-Lawrence,390870012,1,Ohio,Ironton,"Huntington-Ashland, WV-KY-OH",ODOT Ironton,450 Commerce Drive,NAD83,38.508075,-82.659241,5,163,4/1/10,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Portsmouth City Health Dept Division Air Pollution Control,Ozone
901,39-089-0005,39089,OH-Licking,390890005,1,Ohio,Heath (Fourmile Lock),"Columbus, OH",Heath,310 LICKING VIEW DR.,NAD83,40.026037,-82.432996,5,260,4/1/91,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Central District Office",Ozone
902,39-089-0008,39089,OH-Licking,390890008,1,Ohio,Reynoldsburg,"Columbus, OH",Reynoldsburg,8955 EAST MAIN ST.,NAD83,39.954457,-82.75892,3,311,3/1/18,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Central District Office",Ozone
903,39-093-0018,39093,OH-Lorain,390930018,1,Ohio,Sheffield,"Cleveland-Elyria, OH",Sheffield,4706 DETROIT RD.,NAD83,41.420882,-82.095729,5,205,4/1/05,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Northeast District Office",Ozone
904,39-095-0024,39095,OH-Lucas,390950024,1,Ohio,Toledo,"Toledo, OH",Erie,348 S. ERIE,NAD83,41.644067,-83.54616,5,176,4/1/98,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"City of Toledo, Environmental Services Division",Ozone
905,39-095-0027,39095,OH-Lucas,390950027,1,Ohio,Waterville,"Toledo, OH",Waterville,200 SOUTH RIVER RD.,NAD83,41.4942,-83.718949,5,187,6/17/99,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"City of Toledo, Environmental Services Division",Ozone
906,39-095-0035,39095,OH-Lucas,390950035,1,Ohio,,"Toledo, OH",Cooley,"10739 CORDUROY RD., CURTICE, OHIO",NAD83,41.669001,-83.28717,5,175,8/18/16,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"City of Toledo, Environmental Services Division",Ozone
907,39-097-0007,39097,OH-Madison,390970007,1,Ohio,,"Columbus, OH",London,9940 SR 38 SW,NAD83,39.78819,-83.47606,5,331,4/1/93,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Central District Office",Ozone
908,39-099-0015,39099,OH-Mahoning,390990015,1,Ohio,Youngstown,"Youngstown-Warren-Boardman, OH-PA",Youngstown State,91 Wick Oval Street,WGS84,41.1061822,-80.64057637,2.6,267.6,3/1/22,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Northeast District Office",Ozone
909,39-103-0004,39103,OH-Medina,391030004,1,Ohio,,"Cleveland-Elyria, OH",Chippewa,BALLASH ROAD,NAD83,41.0604,-81.9239,5,322,9/1/09,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Akron Regional Air Pollution Control Agency,Ozone
910,39-109-0005,39109,OH-Miami,391090005,1,Ohio,Casstown,"Dayton, OH",Miami East HS,3825 NORTH S. R. 589,NAD83,40.08502,-84.113808,5,301,4/13/93,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Dayton Regional Air Pollution Control Agency,Ozone
911,39-113-0037,39113,OH-Montgomery,391130037,1,Ohio,Dayton,"Dayton, OH",Eastwood,1401 Harshman Road,NAD83,39.785644,-84.134412,5,243,5/1/08,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Dayton Regional Air Pollution Control Agency,Ozone
912,39-121-9991,39121,OH-Noble,391219991,1,Ohio,,,Quaker City,"58163 St. Johns Rd, Quaker City, OH 43773",WGS84,39.9428,-81.3373,7,372,1/1/11,8/31/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,EPA,USEPA - Clean Air Markets Division,Ozone
913,39-133-1001,39133,OH-Portage,391331001,1,Ohio,,"Akron, OH",Lake Rockwell,1570 RAVENNA RD.,NAD83,41.182466,-81.330486,5,328,6/20/78,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Akron Regional Air Pollution Control Agency,Ozone
914,39-135-1001,39135,OH-Preble,391351001,1,Ohio,New Paris,"Dayton, OH",Preble NCore,6940 OXFORD GETTYSBURG RD.,NAD83,39.83562,-84.720524,5,357,1/1/76,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Dayton Regional Air Pollution Control Agency,Ozone
915,39-151-0016,39151,OH-Stark,391510016,1,Ohio,Canton,"Canton-Massillon, OH",Malone Univ,515 25TH. ST.,NAD83,40.82812,-81.3785,5,368.8,5/1/81,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Canton City Health Department Air Pollution Control,Ozone
916,39-151-0022,39151,OH-Stark,391510022,1,Ohio,Brewster,"Canton-Massillon, OH",Brewster,"45 S. WABASH AVENUE, S.R 93",WGS84,40.712703,-81.598078,5,298,6/29/07,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Canton City Health Department Air Pollution Control,Ozone
917,39-151-4005,39151,OH-Stark,391514005,1,Ohio,Alliance,"Canton-Massillon, OH",Alliance,1175 WEST VINE,NAD83,40.93133,-81.123519,5,330,5/30/91,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Canton City Health Department Air Pollution Control,Ozone
918,39-153-0026,39153,OH-Summit,391530026,1,Ohio,Akron,"Akron, OH",North HS,985 Gorge Blvd.,WGS84,41.103028,-81.496253,4.572,317,3/18/21,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Akron Regional Air Pollution Control Agency,Ozone
919,39-155-0011,39155,OH-Trumbull,391550011,1,Ohio,,"Youngstown-Warren-Boardman, OH-PA",TCSE,842 YOUNGSTOWN-KINGSVILLE RD.,NAD83,41.240453,-80.66272,5,356.6,4/1/02,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Northeast District Office",Ozone
920,39-155-0013,39155,OH-Trumbull,391550013,1,Ohio,,"Youngstown-Warren-Boardman, OH-PA",Kinsman Maintenance,6380 S.R. 87. KINSMAN,NAD83,41.454568,-80.589528,5,295.6,4/1/15,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Northeast District Office",Ozone
921,39-165-0007,39165,OH-Warren,391650007,1,Ohio,Lebanon,"Cincinnati, OH-KY-IN",Lebanon,430 S EAST ST.,NAD83,39.42689,-84.20077,5,234,5/14/03,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Hamilton County Department Of Environmental Services,Ozone
922,39-167-0004,39167,OH-Washington,391670004,1,Ohio,Marietta,"Marietta, OH",Marietta WTP,2000 4TH STREET,NAD83,39.432117,-81.460443,5,248,7/18/90,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,"Ohio EPA, Southeast District Office",Ozone
923,39-173-0003,39173,OH-Wood,391730003,1,Ohio,Bowling Green,"Toledo, OH",Bowling Green,347 N DUNBRIDGE,NAD83,41.377685,-83.611104,12,204,4/1/97,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Ohio EPA, Northwest District Office",Ozone
1219,55-003-0010,55003,WI-Ashland,550030010,1,Wisconsin,,,BAD RIVER TRIBAL SCHOOL - ODANAH,BAD RIVER TRIBAL SCHOOL - ODANAH,WGS84,46.60234,-90.65615,5,192,7/30/04,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,TRIBAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1220,55-009-0026,55009,WI-Brown,550090026,1,Wisconsin,Green Bay,"Green Bay, WI",GREEN BAY - UW,"UW Green Bay, E Circle Drive",WGS84,44.53098,-87.90799,151.82,212,4/18/94,6/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1221,55-021-0015,55021,WI-Columbia,550210015,1,Wisconsin,,"Madison, WI",COLUMBUS,"1045 WENDT RD, COLUMBUS",WGS84,43.31551,-89.10889,0,306,8/10/88,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1222,55-025-0041,55025,WI-Dane,550250041,1,Wisconsin,Madison,"Madison, WI",MADISON EAST, 2302 HOARD ST,WGS84,43.10101,-89.35768,2,260,4/15/92,6/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1223,55-027-0001,55027,WI-Dodge,550270001,2,Wisconsin,Kekoskee,"Beaver Dam, WI",HORICON WILDLIFE AREA,"Horicon Wildlife Area, 1210 N Palmatory St",WGS84,43.46611,-88.62111,2,286.5,1/22/10,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1224,55-029-0004,55029,WI-Door,550290004,1,Wisconsin,,,NEWPORT PARK,475 Newport Park Rd,NAD83,45.2384,-86.994,2,195,4/15/89,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1225,55-035-0014,55035,WI-Eau Claire,550350014,1,Wisconsin,Eau Claire,"Eau Claire, WI",EAU CLAIRE - DOT SIGN SHOP,"5509 Highway 53 South, Eau Claire",WGS84,44.76249,-91.41445,5,282,4/1/11,6/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1226,55-039-0006,55039,WI-Fond du Lac,550390006,1,Wisconsin,,"Fond du Lac, WI",FOND DU LAC," N3996 KELLY RD, TWN BYRON",WGS84,43.6874,-88.42205,4,323,4/22/94,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1227,55-041-0007,55041,WI-Forest,550410007,1,Wisconsin,,,POTAWATOMI,"FIRE TOWER RD, POTAWATOMI SITE",WGS84,45.56498,-88.80859,0.01,559,1/7/04,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,TRIBAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1228,55-055-0009,55055,WI-Jefferson,550550009,1,Wisconsin,,"Watertown-Fort Atkinson, WI",JEFFERSON - LAATSCH,N4440 Laatsch Lane,WGS84,43.0034,-88.8283,1,259,4/8/13,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1229,55-059-0019,55059,WI-Kenosha,550590019,1,Wisconsin,Pleasant Prairie,"Chicago-Naperville-Elgin, IL-IN-WI",CHIWAUKEE PRAIRIE STATELINE,"CHIWAUKEE PRAIRIE, 11838 FIRST COURT",WGS84,42.50472,-87.8093,3,187,4/15/88,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1230,55-059-0025,55059,WI-Kenosha,550590025,1,Wisconsin,Kenosha,"Chicago-Naperville-Elgin, IL-IN-WI",KENOSHA - WATER TOWER,4504 64th Ave.,WGS84,42.5956,-87.88576,5,228,5/13/13,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SPM,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1231,55-061-0002,55061,WI-Kewaunee,550610002,1,Wisconsin,Kewaunee,"Green Bay, WI",KEWAUNEE,1630 Milwaukee St,WGS84,44.44312,-87.50525,2,207,4/6/94,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1232,55-063-0012,55063,WI-La Crosse,550630012,1,Wisconsin,La Crosse,"La Crosse-Onalaska, WI-MN",LACROSSE - DOT BUILDING,3550 MORMON COULEE RD,WGS84,43.7775,-91.2269,5,667,2/27/08,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1233,55-071-0007,55071,WI-Manitowoc,550710007,1,Wisconsin,Manitowoc,"Manitowoc, WI",MANITOWOC - WDLND DUNES,2193 E Goodwin Rd,WGS84,44.13862,-87.61612,2,182,4/5/94,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1234,55-073-0012,55073,WI-Marathon,550730012,1,Wisconsin,,"Wausau, WI",LAKE DUBAY,"LAKE DUBAY, 1804 Bergen Rd",WGS84,44.70735,-89.77192,5,381,9/25/91,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1235,55-079-0010,55079,WI-Milwaukee,550790010,1,Wisconsin,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,"HEALTH CENTER, 1337 SO 16TH ST",WGS84,43.01724,-87.93369,3,200,6/24/03,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1236,55-079-0068,55079,WI-Milwaukee,550790068,1,Wisconsin,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",MILWAUKEE - UWM UPARK,4372 North Humboldt Blvd,WGS84,43.09456,-87.90144,10,184,3/18/21,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1237,55-079-0085,55079,WI-Milwaukee,550790085,1,Wisconsin,Bayside,"Milwaukee-Waukesha-West Allis, WI",BAYSIDE,601 E. ELLSWORTH LANE,NAD83,43.1818,-87.901,15,213,5/1/84,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1238,55-087-0009,55087,WI-Outagamie,550870009,1,Wisconsin,Appleton,"Appleton, WI",APPLETON - AAL,4579 N. Meade Street,WGS84,44.30738,-88.39509,2,240,4/15/95,6/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1239,55-089-0008,55089,WI-Ozaukee,550890008,1,Wisconsin,,"Milwaukee-Waukesha-West Allis, WI",GRAFTON,1866 N Port Washington Rd,WGS84,43.34317,-87.92087,3,229,6/5/91,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1240,55-089-0009,55089,WI-Ozaukee,550890009,1,Wisconsin,,"Milwaukee-Waukesha-West Allis, WI",HARRINGTON BEACH PARK,485 County Hwy D,WGS84,43.4983,-87.8102,15,211,6/8/94,6/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1241,55-101-0020,55101,WI-Racine,551010020,1,Wisconsin,,"Racine, WI",RACINE - PAYNE AND DOLAN,4500 Charles St.,WGS84,42.77711,-87.79689,9,196,4/14/15,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1242,55-105-0030,55105,WI-Rock,551050030,1,Wisconsin,Beloit,"Janesville-Beloit, WI",BELOIT - CONVERSE,1501 Ritsher St.,WGS84,42.51831,-89.06347,10,243,7/19/13,6/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1243,55-111-0007,55111,WI-Sauk,551110007,1,Wisconsin,,"Baraboo, WI",DEVILS LAKE PARK,"DEVILS LAKE STATE PARK, E12886 TOWER RD",WGS84,43.4351,-89.67979,5,392,5/11/95,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1244,55-117-0006,55117,WI-Sheboygan,551170006,1,Wisconsin,,"Sheboygan, WI",SHEBOYGAN - KOHLER ANDRAE,"KOHLER ANDRE PARK, 1520 Beach Park Rd.",WGS84,43.66737,-87.71631,10,182,6/26/97,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1245,55-117-0009,55117,WI-Sheboygan,551170009,1,Wisconsin,Sheboygan,"Sheboygan, WI",SHEBOYGAN - HAVEN,N7563 Hwy 42,NAD83,43.8155955,-87.7922345,10,226,4/2/14,6/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SPM,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1246,55-119-9991,55119,WI-Taylor,551199991,1,Wisconsin,,,Perkinstown,"W 10746 County Highway M, Medford, WI 54451",WGS84,45.2066,-90.5969,7,472,4/1/11,8/31/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,EPA,USEPA - Clean Air Markets Division,Ozone
1247,55-125-0001,55125,WI-Vilas,551250001,1,Wisconsin,,,TROUT LAKE,"TROUT LAKE NURSERY, 10810 COUNTY HWY M",NAD83,46.0519,-89.654,8.8,503,12/16/92,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1248,55-127-0006,55127,WI-Walworth,551270006,1,Wisconsin,Elkhorn,"Whitewater-Elkhorn, WI",,3692 County Road NN,WGS84,42.66218,-88.48703,10,318,3/1/19,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
1249,55-133-0027,55133,WI-Waukesha,551330027,1,Wisconsin,Waukesha,"Milwaukee-Waukesha-West Allis, WI",WAUKESHA - CLEVELAND AVE,1310 CLEVELAND AVE,WGS84,43.02007538,-88.21506996,3,261,4/27/04,6/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",Ozone
