State,ST,Sector,EISSector,Pollutant,e2022,e2026,e2032,e2038
Utah,UT,np_oilgas,Nonpoint Oil and Gas,NH3,0.02,0,0,0
Virginia,VA,np_oilgas,Nonpoint Oil and Gas,NH3,0.01,0,0,0
West Virginia,WV,np_oilgas,Nonpoint Oil and Gas,NH3,0.04,0,0,0
Wyoming,WY,np_oilgas,Nonpoint Oil and Gas,NH3,0.04,0.02,0.02,0.02
Alabama,AL,onroad,Onroad Mobile,NH3,4384.87,3908.28,3445.85,2757.33
Alaska,AK,onroad,Onroad Mobile,NH3,372.07,372.07,372.07,372.07
Arizona,AZ,onroad,Onroad Mobile,NH3,4625.81,4381.67,3983.82,3280.94
Arkansas,AR,onroad,Onroad Mobile,NH3,2352.14,2132.78,1909.28,1585.03
California,CA,onroad,Onroad Mobile,NH3,18491.63,20372.36,19389.4,16263.72
Colorado,CO,onroad,Onroad Mobile,NH3,3134.58,2774.36,2424.79,1919.28
Connecticut,CT,onroad,Onroad Mobile,NH3,1747.99,1497.31,1296.12,1029.48
Delaware,DE,onroad,Onroad Mobile,NH3,555.45,495.78,438.72,364.24
District of Columbia,DC,onroad,Onroad Mobile,NH3,242.34,220.49,191.25,158.9
Florida,FL,onroad,Onroad Mobile,NH3,12189.44,10943.5,9893.1,8081.99
Georgia,GA,onroad,Onroad Mobile,NH3,7461.35,6576.59,5775.36,4746.51
Hawaii,HI,onroad,Onroad Mobile,NH3,594,594,594,594
Idaho,ID,onroad,Onroad Mobile,NH3,1138.65,1050.73,945.76,779.45
Illinois,IL,onroad,Onroad Mobile,NH3,5931.67,5328.21,4776.89,3988.94
Indiana,IN,onroad,Onroad Mobile,NH3,5365.96,4725.37,4139.66,3390.61
Iowa,IA,onroad,Onroad Mobile,NH3,2017.83,1805.45,1604.9,1326.97
Kansas,KS,onroad,Onroad Mobile,NH3,1951.46,1748.21,1545.66,1283.13
Kentucky,KY,onroad,Onroad Mobile,NH3,2935.91,2651.9,2366.51,1966.18
Louisiana,LA,onroad,Onroad Mobile,NH3,3277.23,2945.16,2634.56,2190.3
Maine,ME,onroad,Onroad Mobile,NH3,819.17,717.9,622.69,517.17
Maryland,MD,onroad,Onroad Mobile,NH3,3158.05,2783.32,2437.19,1936.1
Massachusetts,MA,onroad,Onroad Mobile,NH3,3247.67,2852.53,2465.17,1971.12
Michigan,MI,onroad,Onroad Mobile,NH3,5270.35,4606.2,3977.54,3229.56
Minnesota,MN,onroad,Onroad Mobile,NH3,3309.31,2938.99,2613.84,2159.1
Mississippi,MS,onroad,Onroad Mobile,NH3,2423.6,2150.85,1883.56,1546.06
Missouri,MO,onroad,Onroad Mobile,NH3,4751.93,4281.07,3842.83,3164.97
Montana,MT,onroad,Onroad Mobile,NH3,882.76,811.27,726.25,585.91
Nebraska,NE,onroad,Onroad Mobile,NH3,1311.73,1170.46,1034.21,838.47
Nevada,NV,onroad,Onroad Mobile,NH3,1645.43,1511.61,1374.39,1120.19
New Hampshire,NH,onroad,Onroad Mobile,NH3,755.34,668.3,589.07,474.04
New Jersey,NJ,onroad,Onroad Mobile,NH3,3941.97,3358.5,2852.93,2222.34
New Mexico,NM,onroad,Onroad Mobile,NH3,1601.72,1471.18,1296.83,1029.84
New York,NY,onroad,Onroad Mobile,NH3,6429.99,5728.93,5039.74,4083.59
North Carolina,NC,onroad,Onroad Mobile,NH3,7030.39,6312.08,5528.87,4416.78
North Dakota,ND,onroad,Onroad Mobile,NH3,545.52,497.43,455.56,389.18
Ohio,OH,onroad,Onroad Mobile,NH3,6579.97,5796.95,5055.12,4106.4
Oklahoma,OK,onroad,Onroad Mobile,NH3,2657.02,2396.54,2145.76,1775
Oregon,OR,onroad,Onroad Mobile,NH3,2446.71,2250.66,1972.82,1559.27
Pennsylvania,PA,onroad,Onroad Mobile,NH3,6547.46,5900.25,5156.84,4179.74
Rhode Island,RI,onroad,Onroad Mobile,NH3,409.32,366.05,318.26,247.53
South Carolina,SC,onroad,Onroad Mobile,NH3,3592.94,3223.74,2860.02,2319.47
South Dakota,SD,onroad,Onroad Mobile,NH3,618.42,562.57,506.64,420
Tennessee,TN,onroad,Onroad Mobile,NH3,5056.83,4526.55,4019.07,3297.27
Texas,TX,onroad,Onroad Mobile,NH3,16039.12,14372.85,12953.33,10751.85
Utah,UT,onroad,Onroad Mobile,NH3,2039.53,1830.93,1635.18,1341.71
Vermont,VT,onroad,Onroad Mobile,NH3,360.52,318.99,277.25,222.99
Virginia,VA,onroad,Onroad Mobile,NH3,4940.61,4426.04,3906.38,3134.69
Washington,WA,onroad,Onroad Mobile,NH3,3640.97,3299.39,2896.33,2294.15
West Virginia,WV,onroad,Onroad Mobile,NH3,887.81,790.61,707.85,589.07
Wisconsin,WI,onroad,Onroad Mobile,NH3,3702.3,3486.76,3192.9,2737.06
Wyoming,WY,onroad,Onroad Mobile,NH3,573.31,535.62,491.35,412.99
Alabama,AL,openburn,Open Burning,NH3,3227.85,3227.85,3227.85,3227.85
Alaska,AK,openburn,Open Burning,NH3,417.26,417.26,417.26,417.26
Arizona,AZ,openburn,Open Burning,NH3,404.37,404.37,404.37,404.37
Arkansas,AR,openburn,Open Burning,NH3,1667.86,1667.86,1667.86,1667.86
California,CA,openburn,Open Burning,NH3,4689.33,4689.33,4689.33,4689.33
Colorado,CO,openburn,Open Burning,NH3,31.45,31.45,31.45,31.45
Connecticut,CT,openburn,Open Burning,NH3,10.81,10.81,10.81,10.81
Delaware,DE,openburn,Open Burning,NH3,283.28,283.28,283.28,283.28
District of Columbia,DC,openburn,Open Burning,NH3,0,0,0,0
Florida,FL,openburn,Open Burning,NH3,7080.28,7080.28,7080.28,7080.28
Georgia,GA,openburn,Open Burning,NH3,3945.28,3945.28,3945.28,3945.28
Hawaii,HI,openburn,Open Burning,NH3,423.24,423.24,423.24,423.24
Idaho,ID,openburn,Open Burning,NH3,88.7,88.7,88.7,88.7
Illinois,IL,openburn,Open Burning,NH3,750.13,750.13,750.13,750.13
Indiana,IN,openburn,Open Burning,NH3,1832.04,1832.04,1832.04,1832.04
Iowa,IA,openburn,Open Burning,NH3,601.2,601.2,601.2,601.2
Kansas,KS,openburn,Open Burning,NH3,596.82,596.82,596.82,596.82
Kentucky,KY,openburn,Open Burning,NH3,1480.46,1480.46,1480.46,1480.46
Louisiana,LA,openburn,Open Burning,NH3,1850.56,1850.56,1850.56,1850.56
Maine,ME,openburn,Open Burning,NH3,987.13,987.13,987.13,987.13
Maryland,MD,openburn,Open Burning,NH3,1839.29,1839.29,1839.29,1839.29
Massachusetts,MA,openburn,Open Burning,NH3,1400.88,1400.88,1400.88,1400.88
Michigan,MI,openburn,Open Burning,NH3,2677.21,2677.21,2677.21,2677.21
Minnesota,MN,openburn,Open Burning,NH3,1194.35,1194.35,1194.35,1194.35
Mississippi,MS,openburn,Open Burning,NH3,1575.83,1575.83,1575.83,1575.83
Missouri,MO,openburn,Open Burning,NH3,2427.03,2427.03,2427.03,2427.03
Montana,MT,openburn,Open Burning,NH3,357.04,357.04,357.04,357.04
Nebraska,NE,openburn,Open Burning,NH3,245.19,245.19,245.19,245.19
Nevada,NV,openburn,Open Burning,NH3,351.15,351.15,351.15,351.15
New Hampshire,NH,openburn,Open Burning,NH3,992.95,992.95,992.95,992.95
New Jersey,NJ,openburn,Open Burning,NH3,24.11,24.11,24.11,24.11
New Mexico,NM,openburn,Open Burning,NH3,298.63,298.63,298.63,298.63
New York,NY,openburn,Open Burning,NH3,3377.05,3377.05,3377.05,3377.05
North Carolina,NC,openburn,Open Burning,NH3,980.77,980.77,980.77,980.77
North Dakota,ND,openburn,Open Burning,NH3,56.99,56.99,56.99,56.99
Ohio,OH,openburn,Open Burning,NH3,2810.63,2810.63,2810.63,2810.63
Oklahoma,OK,openburn,Open Burning,NH3,991.64,991.64,991.64,991.64
Oregon,OR,openburn,Open Burning,NH3,1779.23,1779.23,1779.23,1779.23
Pennsylvania,PA,openburn,Open Burning,NH3,5031.44,5031.44,5031.44,5031.44
Puerto Rico,PR,openburn,Open Burning,NH3,348.61,348.61,348.61,348.61
Rhode Island,RI,openburn,Open Burning,NH3,392.48,392.48,392.48,392.48
South Carolina,SC,openburn,Open Burning,NH3,3498.09,3498.09,3498.09,3498.09
South Dakota,SD,openburn,Open Burning,NH3,126.92,126.92,126.92,126.92
Tennessee,TN,openburn,Open Burning,NH3,3500.22,3500.22,3500.22,3500.22
Texas,TX,openburn,Open Burning,NH3,6986.76,6986.76,6986.76,6986.76
Utah,UT,openburn,Open Burning,NH3,10.26,10.26,10.26,10.26
Vermont,VT,openburn,Open Burning,NH3,273.9,273.9,273.9,273.9
Virgin Islands,USVI,openburn,Open Burning,NH3,12.7,12.7,12.7,12.7
Virginia,VA,openburn,Open Burning,NH3,2905.28,2905.28,2905.28,2905.28
Washington,WA,openburn,Open Burning,NH3,65.72,65.72,65.72,65.72
West Virginia,WV,openburn,Open Burning,NH3,968.93,968.93,968.93,968.93
Wisconsin,WI,openburn,Open Burning,NH3,2415.53,2415.53,2415.53,2415.53
Wyoming,WY,openburn,Open Burning,NH3,83.89,83.89,83.89,83.89
Alabama,AL,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
Alaska,AK,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
Arkansas,AR,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
California,CA,pt_oilgas,Point Oil and Gas,NH3,116.29,88.15,68.69,52.22
Connecticut,CT,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
Indiana,IN,pt_oilgas,Point Oil and Gas,NH3,0.39,0.39,0.4,0.43
Iowa,IA,pt_oilgas,Point Oil and Gas,NH3,0.12,0.12,0.12,0.13
Kansas,KS,pt_oilgas,Point Oil and Gas,NH3,11.71,9.73,9.28,9.3
Kentucky,KY,pt_oilgas,Point Oil and Gas,NH3,0.02,0.02,0.02,0.02
Louisiana,LA,pt_oilgas,Point Oil and Gas,NH3,33.64,36.96,37.11,40.63
Maine,ME,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
Maryland,MD,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
Massachusetts,MA,pt_oilgas,Point Oil and Gas,NH3,0.38,0.38,0.38,0.38
Michigan,MI,pt_oilgas,Point Oil and Gas,NH3,10.03,10,10.24,10.7
Minnesota,MN,pt_oilgas,Point Oil and Gas,NH3,55.19,54.93,57.1,61.17
Missouri,MO,pt_oilgas,Point Oil and Gas,NH3,0.2,0.2,0.21,0.21
Nebraska,NE,pt_oilgas,Point Oil and Gas,NH3,0.02,0.02,0.02,0.02
New Jersey,NJ,pt_oilgas,Point Oil and Gas,NH3,5.66,5.63,5.86,6.28
New Mexico,NM,pt_oilgas,Point Oil and Gas,NH3,0.14,0.14,0.15,0.16
New York,NY,pt_oilgas,Point Oil and Gas,NH3,0.38,0.38,0.39,0.42
North Carolina,NC,pt_oilgas,Point Oil and Gas,NH3,0.06,0.06,0.06,0.06
North Dakota,ND,pt_oilgas,Point Oil and Gas,NH3,8982.04,8982.04,8982.04,8982.04
Offshore to EEZ,OFFSHORE,pt_oilgas,Point Oil and Gas,NH3,4.77,4.77,4.77,4.77
Ohio,OH,pt_oilgas,Point Oil and Gas,NH3,0.74,0.74,0.77,0.82
Oklahoma,OK,pt_oilgas,Point Oil and Gas,NH3,0.05,0.05,0.05,0.06
Oregon,OR,pt_oilgas,Point Oil and Gas,NH3,0.09,0.09,0.1,0.1
Pennsylvania,PA,pt_oilgas,Point Oil and Gas,NH3,5.89,5.86,6.08,6.5
Rhode Island,RI,pt_oilgas,Point Oil and Gas,NH3,0.01,0.01,0.01,0.01
South Carolina,SC,pt_oilgas,Point Oil and Gas,NH3,0.04,0.04,0.04,0.05
Tennessee,TN,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
Texas,TX,pt_oilgas,Point Oil and Gas,NH3,58.04,64.8,64.79,70.81
Utah,UT,pt_oilgas,Point Oil and Gas,NH3,5.49,6.29,6.57,6.99
Virginia,VA,pt_oilgas,Point Oil and Gas,NH3,11.6,11.54,12,12.86
Washington,WA,pt_oilgas,Point Oil and Gas,NH3,0,0,0,0
West Virginia,WV,pt_oilgas,Point Oil and Gas,NH3,0.1,0.1,0.1,0.11
Wisconsin,WI,pt_oilgas,Point Oil and Gas,NH3,0.59,0.59,0.6,0.61
Wyoming,WY,pt_oilgas,Point Oil and Gas,NH3,25.38,25.9,26.84,28.26
Alabama,AL,ptagfire,Ag Fires,NH3,260.25,260.25,260.25,260.25
Arizona,AZ,ptagfire,Ag Fires,NH3,86.21,86.21,86.21,86.21
Arkansas,AR,ptagfire,Ag Fires,NH3,1709.72,1709.72,1709.72,1709.72
California,CA,ptagfire,Ag Fires,NH3,809.99,809.99,809.99,809.99
Colorado,CO,ptagfire,Ag Fires,NH3,71.52,71.52,71.52,71.52
Delaware,DE,ptagfire,Ag Fires,NH3,5.08,5.08,5.08,5.08
Florida,FL,ptagfire,Ag Fires,NH3,1206.39,1206.39,1206.39,1206.39
Georgia,GA,ptagfire,Ag Fires,NH3,275.13,275.13,275.13,275.13
Idaho,ID,ptagfire,Ag Fires,NH3,66.92,66.92,66.92,66.92
Illinois,IL,ptagfire,Ag Fires,NH3,8.86,8.86,8.86,8.86
Indiana,IN,ptagfire,Ag Fires,NH3,4.62,4.62,4.62,4.62
Iowa,IA,ptagfire,Ag Fires,NH3,18.25,18.25,18.25,18.25
Kansas,KS,ptagfire,Ag Fires,NH3,214.08,214.08,214.08,214.08
Kentucky,KY,ptagfire,Ag Fires,NH3,107.49,107.49,107.49,107.49
Louisiana,LA,ptagfire,Ag Fires,NH3,962.51,962.51,962.51,962.51
Maine,ME,ptagfire,Ag Fires,NH3,1.06,1.06,1.06,1.06
Maryland,MD,ptagfire,Ag Fires,NH3,16.83,16.83,16.83,16.83
Massachusetts,MA,ptagfire,Ag Fires,NH3,2.14,2.14,2.14,2.14
Michigan,MI,ptagfire,Ag Fires,NH3,10.9,10.9,10.9,10.9
Minnesota,MN,ptagfire,Ag Fires,NH3,59.35,59.35,59.35,59.35
Mississippi,MS,ptagfire,Ag Fires,NH3,341.11,341.11,341.11,341.11
Missouri,MO,ptagfire,Ag Fires,NH3,265.25,265.25,265.25,265.25
Montana,MT,ptagfire,Ag Fires,NH3,108.35,108.35,108.35,108.35
Nebraska,NE,ptagfire,Ag Fires,NH3,246.94,246.94,246.94,246.94
Nevada,NV,ptagfire,Ag Fires,NH3,4.52,4.52,4.52,4.52
New Jersey,NJ,ptagfire,Ag Fires,NH3,11.69,11.69,11.69,11.69
New Mexico,NM,ptagfire,Ag Fires,NH3,43.31,43.31,43.31,43.31
New York,NY,ptagfire,Ag Fires,NH3,17.98,17.98,17.98,17.98
North Carolina,NC,ptagfire,Ag Fires,NH3,147.92,147.92,147.92,147.92
North Dakota,ND,ptagfire,Ag Fires,NH3,393.81,393.81,393.81,393.81
Ohio,OH,ptagfire,Ag Fires,NH3,1.77,1.77,1.77,1.77
Oklahoma,OK,ptagfire,Ag Fires,NH3,288.97,288.97,288.97,288.97
Oregon,OR,ptagfire,Ag Fires,NH3,152.8,152.8,152.8,152.8
Pennsylvania,PA,ptagfire,Ag Fires,NH3,26.97,26.97,26.97,26.97
Rhode Island,RI,ptagfire,Ag Fires,NH3,0.21,0.21,0.21,0.21
South Carolina,SC,ptagfire,Ag Fires,NH3,208.93,208.93,208.93,208.93
South Dakota,SD,ptagfire,Ag Fires,NH3,126.89,126.89,126.89,126.89
Tennessee,TN,ptagfire,Ag Fires,NH3,123.03,123.03,123.03,123.03
Texas,TX,ptagfire,Ag Fires,NH3,1097.34,1097.34,1097.34,1097.34
Utah,UT,ptagfire,Ag Fires,NH3,9.3,9.3,9.3,9.3
Virginia,VA,ptagfire,Ag Fires,NH3,62.23,62.23,62.23,62.23
Washington,WA,ptagfire,Ag Fires,NH3,325.71,325.71,325.71,325.71
West Virginia,WV,ptagfire,Ag Fires,NH3,1.68,1.68,1.68,1.68
Wisconsin,WI,ptagfire,Ag Fires,NH3,11.51,11.51,11.51,11.51
Wyoming,WY,ptagfire,Ag Fires,NH3,30.13,30.13,30.13,30.13
Alabama,AL,ptegu,Electricity Generation,NH3,732.18,1138.8,943.27,559.89
Alaska,AK,ptegu,Electricity Generation,NH3,23.49,23.49,23.49,23.49
Arizona,AZ,ptegu,Electricity Generation,NH3,416.03,641.83,675.15,597.19
Arkansas,AR,ptegu,Electricity Generation,NH3,260.3,308.86,181.51,79.65
California,CA,ptegu,Electricity Generation,NH3,1379.16,1679.14,2439.5,1921.4
Colorado,CO,ptegu,Electricity Generation,NH3,84.4,436.47,361.12,254.13
Connecticut,CT,ptegu,Electricity Generation,NH3,224.05,210.25,91.87,0
Delaware,DE,ptegu,Electricity Generation,NH3,17.85,26.14,39.61,30.44
District of Columbia,DC,ptegu,Electricity Generation,NH3,0,0,11.2,11.17
Florida,FL,ptegu,Electricity Generation,NH3,932.24,2738.42,2910.48,2440.33
Georgia,GA,ptegu,Electricity Generation,NH3,1321.81,1577.75,1372.14,862
Hawaii,HI,ptegu,Electricity Generation,NH3,176.85,176.85,176.85,176.85
Idaho,ID,ptegu,Electricity Generation,NH3,0,118.51,241.19,217.99
Illinois,IL,ptegu,Electricity Generation,NH3,0,672.53,500.1,343.95
Indiana,IN,ptegu,Electricity Generation,NH3,441.7,533.05,519.97,308.67
Iowa,IA,ptegu,Electricity Generation,NH3,210.7,210.7,258.83,40.92
Kansas,KS,ptegu,Electricity Generation,NH3,131.75,182.63,51.53,45.21
Kentucky,KY,ptegu,Electricity Generation,NH3,32.81,685.9,458.59,377.93
Louisiana,LA,ptegu,Electricity Generation,NH3,1630.93,1733.16,1349.47,668.5
Maine,ME,ptegu,Electricity Generation,NH3,109.43,90.22,19.68,14.02
Maryland,MD,ptegu,Electricity Generation,NH3,207.05,378.6,429.18,291.13
Massachusetts,MA,ptegu,Electricity Generation,NH3,112.56,98.41,142.46,125.39
Michigan,MI,ptegu,Electricity Generation,NH3,142.53,825.3,874.17,750.5
Minnesota,MN,ptegu,Electricity Generation,NH3,546.41,628.91,276.51,40.66
Mississippi,MS,ptegu,Electricity Generation,NH3,421.95,937.76,605.54,342.02
Missouri,MO,ptegu,Electricity Generation,NH3,276.31,398.51,119.74,57.76
Montana,MT,ptegu,Electricity Generation,NH3,0.19,35.33,79.59,45.1
Nebraska,NE,ptegu,Electricity Generation,NH3,351.33,204.34,34.86,29.26
Nevada,NV,ptegu,Electricity Generation,NH3,187.36,582.66,345.28,342.36
New Hampshire,NH,ptegu,Electricity Generation,NH3,129.66,91.58,82.84,64.17
New Jersey,NJ,ptegu,Electricity Generation,NH3,295.71,305,434,273.61
New Mexico,NM,ptegu,Electricity Generation,NH3,277.61,468.12,225.95,232.82
New York,NY,ptegu,Electricity Generation,NH3,535.47,675.1,732.32,448.53
North Carolina,NC,ptegu,Electricity Generation,NH3,172.27,721.83,724.51,695.58
North Dakota,ND,ptegu,Electricity Generation,NH3,145.63,131.17,22.58,21.15
Ohio,OH,ptegu,Electricity Generation,NH3,887.98,1460.64,1331.97,960.37
Oklahoma,OK,ptegu,Electricity Generation,NH3,146.51,1045.51,269.35,80.87
Oregon,OR,ptegu,Electricity Generation,NH3,8.14,277.85,92.95,3.39
Pennsylvania,PA,ptegu,Electricity Generation,NH3,842.85,1120.15,1160.51,899.66
Rhode Island,RI,ptegu,Electricity Generation,NH3,66.63,87.33,82.21,78.25
South Carolina,SC,ptegu,Electricity Generation,NH3,964.34,1208.92,1343.07,1297.24
South Dakota,SD,ptegu,Electricity Generation,NH3,0,54.82,7.27,1.37
Tennessee,TN,ptegu,Electricity Generation,NH3,47.61,243.17,221.39,130.16
Texas,TX,ptegu,Electricity Generation,NH3,1810.79,5144.09,1184.8,496.04
Tribal Data,TRIBAL ,ptegu,Electricity Generation,NH3,0,91.77,9.5,9.12
Utah,UT,ptegu,Electricity Generation,NH3,290.77,345.5,624.07,602.13
Vermont,VT,ptegu,Electricity Generation,NH3,15.51,11.87,4.5,4.24
Virginia,VA,ptegu,Electricity Generation,NH3,617.12,636.16,528.98,305.78
Washington,WA,ptegu,Electricity Generation,NH3,125.82,148.68,223.51,200.59
West Virginia,WV,ptegu,Electricity Generation,NH3,36.91,210.67,55.59,51.55
Wisconsin,WI,ptegu,Electricity Generation,NH3,183.07,225.18,255.35,154.61
Wyoming,WY,ptegu,Electricity Generation,NH3,141.94,132.09,102.43,76.15
Alabama,AL,ptfire-rx,Prescribed Fires,NH3,3685.82,3685.82,3685.82,3685.82
Alaska,AK,ptfire-rx,Prescribed Fires,NH3,7145.33,7145.33,7145.33,7145.33
Arizona,AZ,ptfire-rx,Prescribed Fires,NH3,278.11,278.11,278.11,278.11
Arkansas,AR,ptfire-rx,Prescribed Fires,NH3,5531.55,5531.55,5531.55,5531.55
California,CA,ptfire-rx,Prescribed Fires,NH3,915.6,915.6,915.6,915.6
Colorado,CO,ptfire-rx,Prescribed Fires,NH3,440.12,440.12,440.12,440.12
Connecticut,CT,ptfire-rx,Prescribed Fires,NH3,5.58,5.58,5.58,5.58
Delaware,DE,ptfire-rx,Prescribed Fires,NH3,25.75,25.75,25.75,25.75
Florida,FL,ptfire-rx,Prescribed Fires,NH3,5283.77,5283.77,5283.77,5283.77
Georgia,GA,ptfire-rx,Prescribed Fires,NH3,5302.18,5302.18,5302.18,5302.18
Hawaii,HI,ptfire-rx,Prescribed Fires,NH3,66.94,66.94,66.94,66.94
Idaho,ID,ptfire-rx,Prescribed Fires,NH3,1680.37,1680.37,1680.37,1680.37
Illinois,IL,ptfire-rx,Prescribed Fires,NH3,390.36,390.36,390.36,390.36
Indiana,IN,ptfire-rx,Prescribed Fires,NH3,139.26,139.26,139.26,139.26
Iowa,IA,ptfire-rx,Prescribed Fires,NH3,477.7,477.7,477.7,477.7
Kansas,KS,ptfire-rx,Prescribed Fires,NH3,4031.64,4031.64,4031.64,4031.64
Kentucky,KY,ptfire-rx,Prescribed Fires,NH3,907.34,907.34,907.34,907.34
Louisiana,LA,ptfire-rx,Prescribed Fires,NH3,4319.7,4319.7,4319.7,4319.7
Maine,ME,ptfire-rx,Prescribed Fires,NH3,31.17,31.17,31.17,31.17
Maryland,MD,ptfire-rx,Prescribed Fires,NH3,105.33,105.33,105.33,105.33
Massachusetts,MA,ptfire-rx,Prescribed Fires,NH3,32.04,32.04,32.04,32.04
Michigan,MI,ptfire-rx,Prescribed Fires,NH3,145.6,145.6,145.6,145.6
Minnesota,MN,ptfire-rx,Prescribed Fires,NH3,4154.82,4154.82,4154.82,4154.82
Mississippi,MS,ptfire-rx,Prescribed Fires,NH3,1980.87,1980.87,1980.87,1980.87
Missouri,MO,ptfire-rx,Prescribed Fires,NH3,2414.03,2414.03,2414.03,2414.03
Montana,MT,ptfire-rx,Prescribed Fires,NH3,1349.56,1349.56,1349.56,1349.56
Nebraska,NE,ptfire-rx,Prescribed Fires,NH3,481.99,481.99,481.99,481.99
Nevada,NV,ptfire-rx,Prescribed Fires,NH3,37.51,37.51,37.51,37.51
New Hampshire,NH,ptfire-rx,Prescribed Fires,NH3,11.31,11.31,11.31,11.31
New Jersey,NJ,ptfire-rx,Prescribed Fires,NH3,373.06,373.06,373.06,373.06
New Mexico,NM,ptfire-rx,Prescribed Fires,NH3,139.89,139.89,139.89,139.89
New York,NY,ptfire-rx,Prescribed Fires,NH3,125.94,125.94,125.94,125.94
North Carolina,NC,ptfire-rx,Prescribed Fires,NH3,303.77,303.77,303.77,303.77
North Dakota,ND,ptfire-rx,Prescribed Fires,NH3,108.3,108.3,108.3,108.3
Ohio,OH,ptfire-rx,Prescribed Fires,NH3,132.39,132.39,132.39,132.39
Oklahoma,OK,ptfire-rx,Prescribed Fires,NH3,4587.01,4587.01,4587.01,4587.01
Oregon,OR,ptfire-rx,Prescribed Fires,NH3,4030.36,4030.36,4030.36,4030.36
Pennsylvania,PA,ptfire-rx,Prescribed Fires,NH3,200.88,200.88,200.88,200.88
Rhode Island,RI,ptfire-rx,Prescribed Fires,NH3,5.03,5.03,5.03,5.03
South Carolina,SC,ptfire-rx,Prescribed Fires,NH3,1972.86,1972.86,1972.86,1972.86
South Dakota,SD,ptfire-rx,Prescribed Fires,NH3,176.29,176.29,176.29,176.29
Tennessee,TN,ptfire-rx,Prescribed Fires,NH3,1187.22,1187.22,1187.22,1187.22
Texas,TX,ptfire-rx,Prescribed Fires,NH3,6803.67,6803.67,6803.67,6803.67
Utah,UT,ptfire-rx,Prescribed Fires,NH3,402.17,402.17,402.17,402.17
Vermont,VT,ptfire-rx,Prescribed Fires,NH3,7.52,7.52,7.52,7.52
Virginia,VA,ptfire-rx,Prescribed Fires,NH3,816.84,816.84,816.84,816.84
Washington,WA,ptfire-rx,Prescribed Fires,NH3,195.33,195.33,195.33,195.33
West Virginia,WV,ptfire-rx,Prescribed Fires,NH3,541.76,541.76,541.76,541.76
Wisconsin,WI,ptfire-rx,Prescribed Fires,NH3,536.06,536.06,536.06,536.06
Wyoming,WY,ptfire-rx,Prescribed Fires,NH3,595.81,595.81,595.81,595.81
Alabama,AL,ptfire-wild,Wildfires,NH3,150.74,150.74,150.74,150.74
Alaska,AK,ptfire-wild,Wildfires,NH3,154429.04,154429.04,154429.04,154429.04
Arizona,AZ,ptfire-wild,Wildfires,NH3,1073.27,1073.27,1073.27,1073.27
Arkansas,AR,ptfire-wild,Wildfires,NH3,252.13,252.13,252.13,252.13
California,CA,ptfire-wild,Wildfires,NH3,8283.6,8283.6,8283.6,8283.6
Colorado,CO,ptfire-wild,Wildfires,NH3,142.32,142.32,142.32,142.32
Connecticut,CT,ptfire-wild,Wildfires,NH3,5.38,5.38,5.38,5.38
Florida,FL,ptfire-wild,Wildfires,NH3,642.11,642.11,642.11,642.11
Georgia,GA,ptfire-wild,Wildfires,NH3,215.28,215.28,215.28,215.28
Hawaii,HI,ptfire-wild,Wildfires,NH3,206.8,206.8,206.8,206.8
Idaho,ID,ptfire-wild,Wildfires,NH3,10866.39,10866.39,10866.39,10866.39
Illinois,IL,ptfire-wild,Wildfires,NH3,16.65,16.65,16.65,16.65
Indiana,IN,ptfire-wild,Wildfires,NH3,34.29,34.29,34.29,34.29
Iowa,IA,ptfire-wild,Wildfires,NH3,35.81,35.81,35.81,35.81
Kansas,KS,ptfire-wild,Wildfires,NH3,322.39,322.39,322.39,322.39
Kentucky,KY,ptfire-wild,Wildfires,NH3,467.44,467.44,467.44,467.44
Louisiana,LA,ptfire-wild,Wildfires,NH3,119.95,119.95,119.95,119.95
Maine,ME,ptfire-wild,Wildfires,NH3,6.48,6.48,6.48,6.48
Maryland,MD,ptfire-wild,Wildfires,NH3,4.37,4.37,4.37,4.37
Massachusetts,MA,ptfire-wild,Wildfires,NH3,21.67,21.67,21.67,21.67
Michigan,MI,ptfire-wild,Wildfires,NH3,29.76,29.76,29.76,29.76
Minnesota,MN,ptfire-wild,Wildfires,NH3,78.24,78.24,78.24,78.24
Mississippi,MS,ptfire-wild,Wildfires,NH3,166.13,166.13,166.13,166.13
Missouri,MO,ptfire-wild,Wildfires,NH3,114.47,114.47,114.47,114.47
Montana,MT,ptfire-wild,Wildfires,NH3,2397.96,2397.96,2397.96,2397.96
Nebraska,NE,ptfire-wild,Wildfires,NH3,579.49,579.49,579.49,579.49
Nevada,NV,ptfire-wild,Wildfires,NH3,382.86,382.86,382.86,382.86
New Hampshire,NH,ptfire-wild,Wildfires,NH3,2.44,2.44,2.44,2.44
New Jersey,NJ,ptfire-wild,Wildfires,NH3,522.59,522.59,522.59,522.59
New Mexico,NM,ptfire-wild,Wildfires,NH3,14185.29,14185.29,14185.29,14185.29
New York,NY,ptfire-wild,Wildfires,NH3,8.65,8.65,8.65,8.65
